Sun May  2 23:37:22 2021	1023.4	+0.1	Fair	6.2	2.5	77	0.0	F0	WNW	Sun May  2 23:37:22 2021	
Sun May  2 23:38:22 2021	1023.5	+0.1	Fair	6.1	2.4	77	0.0	F0	W	Sun May  2 23:38:22 2021	
Sun May  2 23:39:22 2021	1023.4	+0.1	Fair	6.1	2.5	78	0.0	F0	W	Sun May  2 23:39:22 2021	
Sun May  2 23:40:22 2021	1023.5	+0.1	Fair	6.1	2.5	78	0.0	F0	W	Sun May  2 23:40:22 2021	
Sun May  2 23:41:22 2021	1023.5	+0.2	Fair	6.1	2.5	78	0.0	F0	W	Sun May  2 23:41:22 2021	
Sun May  2 23:42:22 2021	1023.3	0.0	Settled	6.0	2.5	78	0.0	F0	W	Sun May  2 23:42:22 2021	
Sun May  2 23:43:22 2021	1023.4	+0.1	Fair	6.0	2.5	78	0.0	F0	W	Sun May  2 23:43:22 2021	
Sun May  2 23:44:22 2021	1023.4	+0.1	Fair	6.0	2.5	78	0.0	F0	W	Sun May  2 23:44:22 2021	
Sun May  2 23:45:22 2021	1023.5	0.0	Settled	6.0	2.5	78	0.0	F0	W	Sun May  2 23:45:22 2021	
Sun May  2 23:46:22 2021	1023.6	+0.1	Fair	6.0	2.6	79	0.0	F0	W	Sun May  2 23:46:22 2021	
Sun May  2 23:47:22 2021	1023.4	0.0	Settled	6.0	2.6	79	0.0	F1	W	Sun May  2 23:47:22 2021	
Sun May  2 23:48:22 2021	1023.2	+0.1	Fair	6.0	2.6	79	0.0	F1	W	Sun May  2 23:48:22 2021	
Sun May  2 23:49:22 2021	1023.2	-0.1	Change	6.0	2.6	79	0.0	F1	W	Sun May  2 23:49:22 2021	
Sun May  2 23:50:22 2021	1023.5	+0.1	Fair	6.0	2.6	79	0.0	F1	W	Sun May  2 23:50:22 2021	
Sun May  2 23:51:22 2021	1023.3	+0.1	Fair	6.0	2.6	79	0.0	F1	W	Sun May  2 23:51:22 2021	
Sun May  2 23:52:22 2021	1023.4	0.0	Settled	6.0	2.8	80	0.0	F1	W	Sun May  2 23:52:22 2021	
Sun May  2 23:53:22 2021	1023.3	0.0	Settled	6.0	2.8	80	0.0	F1	W	Sun May  2 23:53:22 2021	
Sun May  2 23:54:22 2021	1023.5	0.0	Settled	6.0	2.8	80	0.0	F1	W	Sun May  2 23:54:22 2021	
Sun May  2 23:55:22 2021	1023.5	+0.1	Fair	6.0	2.8	80	0.0	F1	W	Sun May  2 23:55:22 2021	
Sun May  2 23:56:22 2021	1023.4	0.0	Settled	6.1	2.9	80	0.0	F1	W	Sun May  2 23:56:22 2021	
Sun May  2 23:57:22 2021	1023.4	0.0	Settled	6.1	2.9	80	0.0	F1	W	Sun May  2 23:57:22 2021	
Sun May  2 23:58:22 2021	1023.5	0.0	Settled	6.0	2.8	80	0.0	F1	W	Sun May  2 23:58:22 2021	
Sun May  2 23:59:22 2021	1023.2	0.0	Settled	6.1	2.9	80	0.0	F1	WNW	Sun May  2 23:59:22 2021	
Mon May  3 00:00:22 2021	1023.3	0.0	Settled	6.1	2.9	80	0.0	F1	WNW	Mon May  3 00:00:22 2021	
Mon May  3 00:01:22 2021	1023.2	-0.1	Change	6.1	2.9	80	0.0	F1	WNW	Mon May  3 00:01:22 2021	
Mon May  3 00:02:22 2021	1023.5	+0.1	Fair	6.2	3.0	80	0.0	F1	W	Mon May  3 00:02:22 2021	
Mon May  3 00:03:22 2021	1023.1	-0.1	Change	6.2	3.2	81	0.0	F1	W	Mon May  3 00:03:22 2021	
Mon May  3 00:04:22 2021	1023.3	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:04:22 2021	
Mon May  3 00:05:22 2021	1023.4	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:05:22 2021	
Mon May  3 00:06:22 2021	1023.2	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:06:22 2021	
Mon May  3 00:07:22 2021	1023.2	-0.1	Change	6.2	3.2	81	0.0	F1	W	Mon May  3 00:07:22 2021	
Mon May  3 00:08:22 2021	1023.4	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:08:22 2021	
Mon May  3 00:09:22 2021	1023.6	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:09:22 2021	
Mon May  3 00:10:22 2021	1023.4	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:10:22 2021	
Mon May  3 00:11:22 2021	1023.4	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:11:22 2021	
Mon May  3 00:12:22 2021	1023.3	+0.1	Fair	6.2	3.4	82	0.0	F1	W	Mon May  3 00:12:22 2021	
Mon May  3 00:13:22 2021	1023.3	0.0	Settled	6.2	3.2	81	0.0	F1	W	Mon May  3 00:13:22 2021	
Mon May  3 00:14:22 2021	1023.3	0.0	Settled	6.1	3.3	82	0.0	F1	W	Mon May  3 00:14:22 2021	
Mon May  3 00:15:22 2021	1023.5	0.0	Settled	6.1	3.3	82	0.0	F1	WNW	Mon May  3 00:15:22 2021	
Mon May  3 00:16:22 2021	1023.3	0.0	Settled	6.1	3.3	82	0.0	F1	W	Mon May  3 00:16:22 2021	
Mon May  3 00:17:22 2021	1023.4	0.0	Settled	6.1	3.3	82	0.0	F1	WNW	Mon May  3 00:17:22 2021	
Mon May  3 00:18:22 2021	1023.3	-0.1	Change	6.1	3.3	82	0.0	F1	WNW	Mon May  3 00:18:22 2021	
Mon May  3 00:19:22 2021	1023.4	0.0	Settled	6.1	3.3	82	0.0	F1	WNW	Mon May  3 00:19:22 2021	
Mon May  3 00:20:22 2021	1023.4	-0.1	Change	6.0	3.3	83	0.0	F1	WNW	Mon May  3 00:20:22 2021	
Mon May  3 00:21:22 2021	1023.4	0.0	Settled	6.0	3.3	83	0.0	F1	WNW	Mon May  3 00:21:22 2021	
Mon May  3 00:22:22 2021	1023.3	-0.1	Change	5.9	3.2	83	0.0	F1	WNW	Mon May  3 00:22:22 2021	
Mon May  3 00:23:22 2021	1023.4	0.0	Settled	5.9	3.2	83	0.0	F1	WNW	Mon May  3 00:23:22 2021	
Mon May  3 00:24:22 2021	1023.4	-0.1	Change	5.9	3.2	83	0.0	F1	WNW	Mon May  3 00:24:22 2021	
Mon May  3 00:25:22 2021	1023.3	0.0	Settled	5.9	3.2	83	0.0	F1	WNW	Mon May  3 00:25:22 2021	
Mon May  3 00:26:22 2021	1023.3	-0.1	Change	5.9	3.2	83	0.0	F1	WNW	Mon May  3 00:26:22 2021	
Mon May  3 00:27:22 2021	1023.2	-0.1	Change	5.9	3.2	83	0.0	F1	WNW	Mon May  3 00:27:22 2021	
Mon May  3 00:28:22 2021	1023.1	0.0	Settled	5.9	3.4	84	0.0	F1	WNW	Mon May  3 00:28:22 2021	
Mon May  3 00:29:22 2021	1023.2	-0.1	Change	5.9	3.4	84	0.0	F1	WNW	Mon May  3 00:29:22 2021	
Mon May  3 00:30:22 2021	1023.2	-0.1	Change	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:30:22 2021	
Mon May  3 00:31:22 2021	1023.2	-0.1	Change	5.9	3.4	84	0.0	F1	WNW	Mon May  3 00:31:22 2021	
Mon May  3 00:32:22 2021	1023.1	0.0	Settled	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:32:22 2021	
Mon May  3 00:33:22 2021	1023.2	-0.1	Change	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:33:22 2021	
Mon May  3 00:34:22 2021	1023.3	0.0	Settled	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:34:22 2021	
Mon May  3 00:35:22 2021	1023.3	-0.1	Change	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:35:22 2021	
Mon May  3 00:36:22 2021	1023.4	0.0	Settled	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:36:22 2021	
Mon May  3 00:37:22 2021	1023.3	0.0	Settled	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:37:22 2021	
Mon May  3 00:38:22 2021	1023.3	-0.1	Change	5.8	3.3	84	0.0	F1	WNW	Mon May  3 00:38:22 2021	
